Timestep,Iteration,Total Reward,Suboptimal Arms,Regret,Zeros Count,Ones Count
2,51,2,1,0.1,0,2
3,51,3,1,0.1,0,3
100,51,84,30,3.0,16,84
200,51,186,89,8.9,14,186
2000,51,1760,383,38.3,240,1760
10000,51,8901,1044,104.4,1099,8901
20000,51,17938,1200,120.0,2062,17938
40000,51,35893,1171,117.1,4107,35893
60000,51,53814,1824,182.4,6186,53814
80000,51,71752,1489,148.9,8248,71752
100000,51,89741,1765,176.5,10259,89741
2,52,2,1,0.1,0,2
3,52,2,1,0.1,1,2
100,52,85,33,3.3,15,85
200,52,171,43,4.3,29,171
2000,52,1751,398,39.8,249,1751
10000,52,8945,852,85.2,1055,8945
20000,52,17873,960,96.0,2127,17873
40000,52,35735,1759,175.9,4265,35735
60000,52,53847,1280,128.0,6153,53847
80000,52,71939,1413,141.3,8061,71939
100000,52,89869,2160,216.0,10131,89869
2,53,1,1,0.1,1,1
3,53,3,1,0.1,0,3
100,53,86,32,3.2,14,86
200,53,174,53,5.3,26,174
2000,53,1766,330,33.0,234,1766
10000,53,8849,1074,107.4,1151,8849
20000,53,17893,1100,110.0,2107,17893
40000,53,35774,1585,158.5,4226,35774
60000,53,54003,1448,144.8,5997,54003
80000,53,71912,1327,132.7,8088,71912
100000,53,89963,1699,169.9,10037,89963
2,54,2,1,0.1,0,2
3,54,3,1,0.1,0,3
100,54,86,25,2.5,14,86
200,54,174,67,6.7,26,174
2000,54,1735,410,41.0,265,1735
10000,54,8903,849,84.9,1097,8903
20000,54,17834,1639,163.9,2166,17834
40000,54,35897,1793,179.3,4103,35897
60000,54,53808,1694,169.4,6192,53808
80000,54,71648,1668,166.8,8352,71648
100000,54,89795,2224,222.4,10205,89795
2,55,1,1,0.1,1,1
3,55,2,2,0.2,1,2
100,55,83,20,2.0,17,83
200,55,173,67,6.7,27,173
2000,55,1750,406,40.6,250,1750
10000,55,8920,981,98.1,1080,8920
20000,55,17832,1076,107.6,2168,17832
40000,55,35947,1233,123.3,4053,35947
60000,55,53840,1752,175.2,6160,53840
80000,55,71914,1326,132.6,8086,71914
100000,55,89725,2166,216.6,10275,89725
2,56,2,1,0.1,0,2
3,56,3,1,0.1,0,3
100,56,86,41,4.1,14,86
200,56,170,113,11.3,30,170
2000,56,1768,336,33.6,232,1768
10000,56,8860,1145,114.5,1140,8860
20000,56,17864,1223,122.3,2136,17864
40000,56,35839,1719,171.9,4161,35839
60000,56,53727,1823,182.3,6273,53727
80000,56,71922,1734,173.4,8078,71922
100000,56,89861,1564,156.4,10139,89861
2,57,2,1,0.1,0,2
3,57,3,1,0.1,0,3
100,57,86,13,1.3,14,86
200,57,167,50,5.0,33,167
2000,57,1761,315,31.5,239,1761
10000,57,8943,723,72.3,1057,8943
20000,57,17909,965,96.5,2091,17909
40000,57,35909,1388,138.8,4091,35909
60000,57,53784,2140,214.0,6216,53784
80000,57,71778,1769,176.9,8222,71778
100000,57,89782,1607,160.7,10218,89782
2,58,2,1,0.1,0,2
3,58,3,1,0.1,0,3
100,58,89,46,4.6,11,89
200,58,169,89,8.9,31,169
2000,58,1758,348,34.8,242,1758
10000,58,8970,818,81.8,1030,8970
20000,58,17912,1299,129.9,2088,17912
40000,58,35763,1669,166.9,4237,35763
60000,58,53795,1981,198.1,6205,53795
80000,58,71985,1510,151.0,8015,71985
100000,58,89802,1582,158.2,10198,89802
2,59,2,1,0.1,0,2
3,59,2,1,0.1,1,2
100,59,91,47,4.7,9,91
200,59,171,72,7.2,29,171
2000,59,1796,321,32.1,204,1796
10000,59,8951,986,98.6,1049,8951
20000,59,17866,872,87.2,2134,17866
40000,59,35824,1576,157.6,4176,35824
60000,59,53866,1182,118.2,6134,53866
80000,59,71785,1645,164.5,8215,71785
100000,59,89706,1709,170.9,10294,89706
2,60,2,1,0.1,0,2
3,60,3,1,0.1,0,3
100,60,86,26,2.6,14,86
200,60,180,55,5.5,20,180
2000,60,1774,247,24.7,226,1774
10000,60,8882,1205,120.5,1118,8882
20000,60,17877,909,90.9,2123,17877
40000,60,35824,1242,124.2,4176,35824
60000,60,53940,1607,160.7,6060,53940
80000,60,71941,1816,181.6,8059,71941
100000,60,89809,1882,188.2,10191,89809
2,61,2,1,0.1,0,2
3,61,3,1,0.1,0,3
100,61,86,50,5.0,14,86
200,61,171,59,5.9,29,171
2000,61,1759,294,29.4,241,1759
10000,61,8811,1039,103.9,1189,8811
20000,61,17904,1334,133.4,2096,17904
40000,61,35858,1514,151.4,4142,35858
60000,61,53827,1424,142.4,6173,53827
80000,61,72030,1442,144.2,7970,72030
100000,61,89773,1831,183.1,10227,89773
2,62,2,1,0.1,0,2
3,62,3,1,0.1,0,3
100,62,87,31,3.1,13,87
200,62,173,71,7.1,27,173
2000,62,1762,462,46.2,238,1762
10000,62,8850,867,86.7,1150,8850
20000,62,17874,754,75.4,2126,17874
40000,62,35952,1112,111.2,4048,35952
60000,62,53966,1728,172.8,6034,53966
80000,62,71845,1481,148.1,8155,71845
100000,62,89894,1908,190.8,10106,89894
2,63,2,1,0.1,0,2
3,63,3,1,0.1,0,3
100,63,88,39,3.9,12,88
200,63,176,82,8.2,24,176
2000,63,1748,453,45.3,252,1748
10000,63,8857,1070,107.0,1143,8857
20000,63,17960,844,84.4,2040,17960
40000,63,35865,1061,106.1,4135,35865
60000,63,53818,1853,185.3,6182,53818
80000,63,71856,1715,171.5,8144,71856
100000,63,89808,1616,161.6,10192,89808
2,64,2,1,0.1,0,2
3,64,3,1,0.1,0,3
100,64,88,43,4.3,12,88
200,64,172,64,6.4,28,172
2000,64,1761,363,36.3,239,1761
10000,64,8962,668,66.8,1038,8962
20000,64,17846,1157,115.7,2154,17846
40000,64,35811,1824,182.4,4189,35811
60000,64,53935,1338,133.8,6065,53935
80000,64,71902,1426,142.6,8098,71902
100000,64,89693,2247,224.7,10307,89693
2,65,1,1,0.1,1,1
3,65,3,1,0.1,0,3
100,65,89,34,3.4,11,89
200,65,178,102,10.2,22,178
2000,65,1761,333,33.3,239,1761
10000,65,8904,799,79.9,1096,8904
20000,65,17855,1207,120.7,2145,17855
40000,65,35827,1431,143.1,4173,35827
60000,65,53846,1600,160.0,6154,53846
80000,65,71899,1194,119.4,8101,71899
100000,65,89622,1537,153.7,10378,89622
2,66,2,1,0.1,0,2
3,66,1,1,0.1,2,1
100,66,81,27,2.7,19,81
200,66,182,44,4.4,18,182
2000,66,1784,407,40.7,216,1784
10000,66,8941,567,56.7,1059,8941
20000,66,17845,1009,100.9,2155,17845
40000,66,35812,1427,142.7,4188,35812
60000,66,53842,1667,166.7,6158,53842
80000,66,71991,1402,140.2,8009,71991
100000,66,89809,1570,157.0,10191,89809
2,67,2,1,0.1,0,2
3,67,3,1,0.1,0,3
100,67,90,30,3.0,10,90
200,67,183,94,9.4,17,183
2000,67,1771,495,49.5,229,1771
10000,67,8894,810,81.0,1106,8894
20000,67,17952,1107,110.7,2048,17952
40000,67,35999,1679,167.9,4001,35999
60000,67,53738,1377,137.7,6262,53738
80000,67,71912,1771,177.1,8088,71912
100000,67,89934,1319,131.9,10066,89934
2,68,0,1,0.1,2,0
3,68,3,1,0.1,0,3
100,68,91,46,4.6,9,91
200,68,179,85,8.5,21,179
2000,68,1778,434,43.4,222,1778
10000,68,8890,1048,104.8,1110,8890
20000,68,17867,1217,121.7,2133,17867
40000,68,35761,1184,118.4,4239,35761
60000,68,53982,1696,169.6,6018,53982
80000,68,71843,2041,204.1,8157,71843
100000,68,89712,1443,144.3,10288,89712
2,69,1,1,0.1,1,1
3,69,3,1,0.1,0,3
100,69,87,41,4.1,13,87
200,69,172,73,7.3,28,172
2000,69,1777,411,41.1,223,1777
10000,69,8948,872,87.2,1052,8948
20000,69,17957,1065,106.5,2043,17957
40000,69,35885,1532,153.2,4115,35885
60000,69,53952,1616,161.6,6048,53952
80000,69,71816,1772,177.2,8184,71816
100000,69,89714,1948,194.8,10286,89714
2,70,2,1,0.1,0,2
3,70,2,1,0.1,1,2
100,70,83,32,3.2,17,83
200,70,173,98,9.8,27,173
2000,70,1761,343,34.3,239,1761
10000,70,8933,756,75.6,1067,8933
20000,70,17911,869,86.9,2089,17911
40000,70,35872,1120,112.0,4128,35872
60000,70,53811,1727,172.7,6189,53811
80000,70,71738,1619,161.9,8262,71738
100000,70,89782,2389,238.9,10218,89782
2,71,2,1,0.1,0,2
3,71,3,1,0.1,0,3
100,71,85,28,2.8,15,85
200,71,168,77,7.7,32,168
2000,71,1782,274,27.4,218,1782
10000,71,8927,891,89.1,1073,8927
20000,71,17883,1079,107.9,2117,17883
40000,71,35860,1341,134.1,4140,35860
60000,71,53725,1733,173.3,6275,53725
80000,71,71737,2007,200.7,8263,71737
100000,71,89744,1913,191.3,10256,89744
2,72,2,1,0.1,0,2
3,72,3,1,0.1,0,3
100,72,93,46,4.6,7,93
200,72,166,64,6.4,34,166
2000,72,1754,488,48.8,246,1754
10000,72,8923,870,87.0,1077,8923
20000,72,17932,867,86.7,2068,17932
40000,72,35900,1172,117.2,4100,35900
60000,72,53922,1727,172.7,6078,53922
80000,72,71923,1052,105.2,8077,71923
100000,72,89729,1687,168.7,10271,89729
2,73,2,1,0.1,0,2
3,73,2,2,0.2,1,2
100,73,84,31,3.1,16,84
200,73,167,73,7.3,33,167
2000,73,1768,346,34.6,232,1768
10000,73,8886,890,89.0,1114,8886
20000,73,17897,1480,148.0,2103,17897
40000,73,35835,1491,149.1,4165,35835
60000,73,53867,1803,180.3,6133,53867
80000,73,71812,1462,146.2,8188,71812
100000,73,89776,1419,141.9,10224,89776
2,74,2,1,0.1,0,2
3,74,3,1,0.1,0,3
100,74,84,50,5.0,16,84
200,74,178,100,10.0,22,178
2000,74,1731,310,31.0,269,1731
10000,74,8881,871,87.1,1119,8881
20000,74,17828,847,84.7,2172,17828
40000,74,35845,1402,140.2,4155,35845
60000,74,53822,1509,150.9,6178,53822
80000,74,71913,1490,149.0,8087,71913
100000,74,89813,1687,168.7,10187,89813
2,75,2,1,0.1,0,2
3,75,3,1,0.1,0,3
100,75,81,36,3.6,19,81
200,75,173,59,5.9,27,173
2000,75,1763,349,34.9,237,1763
10000,75,8889,824,82.4,1111,8889
20000,75,17876,816,81.6,2124,17876
40000,75,35906,982,98.2,4094,35906
60000,75,53861,1412,141.2,6139,53861
80000,75,71788,2049,204.9,8212,71788
100000,75,90011,1872,187.2,9989,90011
2,76,2,1,0.1,0,2
3,76,3,1,0.1,0,3
100,76,83,43,4.3,17,83
200,76,169,102,10.2,31,169
2000,76,1813,343,34.3,187,1813
10000,76,8928,1024,102.4,1072,8928
20000,76,17869,1295,129.5,2131,17869
40000,76,35864,1048,104.8,4136,35864
60000,76,53891,1125,112.5,6109,53891
80000,76,71666,1708,170.8,8334,71666
100000,76,89881,1896,189.6,10119,89881
2,77,2,1,0.1,0,2
3,77,3,1,0.1,0,3
100,77,89,23,2.3,11,89
200,77,171,61,6.1,29,171
2000,77,1760,310,31.0,240,1760
10000,77,8938,538,53.8,1062,8938
20000,77,17919,674,67.4,2081,17919
40000,77,35860,1145,114.5,4140,35860
60000,77,53867,1497,149.7,6133,53867
80000,77,71834,1712,171.2,8166,71834
100000,77,89971,1575,157.5,10029,89971
2,78,2,1,0.1,0,2
3,78,3,1,0.1,0,3
100,78,87,32,3.2,13,87
200,78,168,76,7.6,32,168
2000,78,1736,425,42.5,264,1736
10000,78,8953,985,98.5,1047,8953
20000,78,17873,1423,142.3,2127,17873
40000,78,35897,1169,116.9,4103,35897
60000,78,53856,1614,161.4,6144,53856
80000,78,71884,1224,122.4,8116,71884
100000,78,89719,1806,180.6,10281,89719
2,79,2,1,0.1,0,2
3,79,3,1,0.1,0,3
100,79,85,25,2.5,15,85
200,79,177,67,6.7,23,177
2000,79,1777,472,47.2,223,1777
10000,79,8913,1073,107.3,1087,8913
20000,79,17829,958,95.8,2171,17829
40000,79,35966,1201,120.1,4034,35966
60000,79,53885,1795,179.5,6115,53885
80000,79,71776,1688,168.8,8224,71776
100000,79,89733,1307,130.7,10267,89733
2,80,0,1,0.1,2,0
3,80,2,1,0.1,1,2
100,80,92,42,4.2,8,92
200,80,174,86,8.6,26,174
2000,80,1771,233,23.3,229,1771
10000,80,8855,1166,116.6,1145,8855
20000,80,17873,1166,116.6,2127,17873
40000,80,35846,1119,111.9,4154,35846
60000,80,53929,1288,128.8,6071,53929
80000,80,71874,1630,163.0,8126,71874
100000,80,89942,1885,188.5,10058,89942
2,81,2,1,0.1,0,2
3,81,1,2,0.2,2,1
100,81,88,32,3.2,12,88
200,81,170,82,8.2,30,170
2000,81,1749,393,39.3,251,1749
10000,81,8909,812,81.2,1091,8909
20000,81,17833,1354,135.4,2167,17833
40000,81,35756,1718,171.8,4244,35756
60000,81,53837,1619,161.9,6163,53837
80000,81,71698,1421,142.1,8302,71698
100000,81,89870,1911,191.1,10130,89870
2,82,2,1,0.1,0,2
3,82,2,1,0.1,1,2
100,82,88,53,5.3,12,88
200,82,172,81,8.1,28,172
2000,82,1771,409,40.9,229,1771
10000,82,8900,1083,108.3,1100,8900
20000,82,17896,1123,112.3,2104,17896
40000,82,35806,1824,182.4,4194,35806
60000,82,53900,1929,192.9,6100,53900
80000,82,71692,2060,206.0,8308,71692
100000,82,89884,1539,153.9,10116,89884
2,83,2,1,0.1,0,2
3,83,3,1,0.1,0,3
100,83,87,45,4.5,13,87
200,83,163,45,4.5,37,163
2000,83,1769,534,53.4,231,1769
10000,83,8916,611,61.1,1084,8916
20000,83,17828,1112,111.2,2172,17828
40000,83,36028,1062,106.2,3972,36028
60000,83,53846,1690,169.0,6154,53846
80000,83,71841,1772,177.2,8159,71841
100000,83,90048,1626,162.6,9952,90048
2,84,2,1,0.1,0,2
3,84,3,1,0.1,0,3
100,84,81,46,4.6,19,81
200,84,177,61,6.1,23,177
2000,84,1744,364,36.4,256,1744
10000,84,8956,681,68.1,1044,8956
20000,84,17894,941,94.1,2106,17894
40000,84,36044,1101,110.1,3956,36044
60000,84,53722,1944,194.4,6278,53722
80000,84,71832,1971,197.1,8168,71832
100000,84,89931,1708,170.8,10069,89931
2,85,2,1,0.1,0,2
3,85,3,1,0.1,0,3
100,85,87,56,5.6,13,87
200,85,165,83,8.3,35,165
2000,85,1754,403,40.3,246,1754
10000,85,8924,863,86.3,1076,8924
20000,85,17919,1206,120.6,2081,17919
40000,85,35823,1536,153.6,4177,35823
60000,85,53812,1556,155.6,6188,53812
80000,85,71878,1528,152.8,8122,71878
100000,85,90007,2214,221.4,9993,90007
2,86,0,1,0.1,2,0
3,86,2,1,0.1,1,2
100,86,85,43,4.3,15,85
200,86,163,95,9.5,37,163
2000,86,1775,441,44.1,225,1775
10000,86,8936,637,63.7,1064,8936
20000,86,17914,1057,105.7,2086,17914
40000,86,35879,1341,134.1,4121,35879
60000,86,53880,1294,129.4,6120,53880
80000,86,71929,1497,149.7,8071,71929
100000,86,89934,2022,202.2,10066,89934
2,87,2,1,0.1,0,2
3,87,3,1,0.1,0,3
100,87,85,56,5.6,15,85
200,87,180,105,10.5,20,180
2000,87,1768,298,29.8,232,1768
10000,87,8970,577,57.7,1030,8970
20000,87,17981,1095,109.5,2019,17981
40000,87,35733,1607,160.7,4267,35733
60000,87,53753,1162,116.2,6247,53753
80000,87,71952,1246,124.6,8048,71952
100000,87,89692,1874,187.4,10308,89692
2,88,2,1,0.1,0,2
3,88,3,1,0.1,0,3
100,88,86,42,4.2,14,86
200,88,169,61,6.1,31,169
2000,88,1763,401,40.1,237,1763
10000,88,8904,978,97.8,1096,8904
20000,88,17888,953,95.3,2112,17888
40000,88,35848,1323,132.3,4152,35848
60000,88,53820,1648,164.8,6180,53820
80000,88,71751,1432,143.2,8249,71751
100000,88,89710,2105,210.5,10290,89710
2,89,2,1,0.1,0,2
3,89,3,1,0.1,0,3
100,89,81,48,4.8,19,81
200,89,172,51,5.1,28,172
2000,89,1778,454,45.4,222,1778
10000,89,8950,907,90.7,1050,8950
20000,89,17886,941,94.1,2114,17886
40000,89,35848,1309,130.9,4152,35848
60000,89,53871,1306,130.6,6129,53871
80000,89,71789,1864,186.4,8211,71789
100000,89,89799,1773,177.3,10201,89799
2,90,2,1,0.1,0,2
3,90,2,2,0.2,1,2
100,90,86,48,4.8,14,86
200,90,177,41,4.1,23,177
2000,90,1762,346,34.6,238,1762
10000,90,8923,867,86.7,1077,8923
20000,90,17821,1543,154.3,2179,17821
40000,90,35867,1146,114.6,4133,35867
60000,90,53774,1849,184.9,6226,53774
80000,90,71902,1738,173.8,8098,71902
100000,90,89912,2106,210.6,10088,89912
2,91,2,1,0.1,0,2
3,91,3,1,0.1,0,3
100,91,87,41,4.1,13,87
200,91,170,100,10.0,30,170
2000,91,1787,372,37.2,213,1787
10000,91,8947,806,80.6,1053,8947
20000,91,17896,850,85.0,2104,17896
40000,91,35843,1170,117.0,4157,35843
60000,91,53869,1462,146.2,6131,53869
80000,91,71840,1529,152.9,8160,71840
100000,91,89935,1565,156.5,10065,89935
2,92,2,1,0.1,0,2
3,92,3,1,0.1,0,3
100,92,81,37,3.7,19,81
200,92,180,100,10.0,20,180
2000,92,1766,402,40.2,234,1766
10000,92,8890,1013,101.3,1110,8890
20000,92,17946,881,88.1,2054,17946
40000,92,35777,1594,159.4,4223,35777
60000,92,53955,1338,133.8,6045,53955
80000,92,71795,1508,150.8,8205,71795
100000,92,89886,1987,198.7,10114,89886
2,93,2,1,0.1,0,2
3,93,3,1,0.1,0,3
100,93,93,50,5.0,7,93
200,93,173,80,8.0,27,173
2000,93,1763,273,27.3,237,1763
10000,93,8934,984,98.4,1066,8934
20000,93,17867,1255,125.5,2133,17867
40000,93,35835,1701,170.1,4165,35835
60000,93,53831,1626,162.6,6169,53831
80000,93,71903,1925,192.5,8097,71903
100000,93,89784,1577,157.7,10216,89784
2,94,2,1,0.1,0,2
3,94,3,1,0.1,0,3
100,94,91,46,4.6,9,91
200,94,169,75,7.5,31,169
2000,94,1758,446,44.6,242,1758
10000,94,8916,1050,105.0,1084,8916
20000,94,17889,1373,137.3,2111,17889
40000,94,35751,1143,114.3,4249,35751
60000,94,53828,1558,155.8,6172,53828
80000,94,71894,2172,217.2,8106,71894
100000,94,89897,1679,167.9,10103,89897
2,95,2,1,0.1,0,2
3,95,2,1,0.1,1,2
100,95,84,38,3.8,16,84
200,95,169,63,6.3,31,169
2000,95,1764,327,32.7,236,1764
10000,95,8890,968,96.8,1110,8890
20000,95,17938,1350,135.0,2062,17938
40000,95,35843,1748,174.8,4157,35843
60000,95,53912,1129,112.9,6088,53912
80000,95,71750,1856,185.6,8250,71750
100000,95,89706,1775,177.5,10294,89706
2,96,1,1,0.1,1,1
3,96,3,1,0.1,0,3
100,96,88,39,3.9,12,88
200,96,167,56,5.6,33,167
2000,96,1790,408,40.8,210,1790
10000,96,8935,811,81.1,1065,8935
20000,96,17921,822,82.2,2079,17921
40000,96,35843,1428,142.8,4157,35843
60000,96,53818,1373,137.3,6182,53818
80000,96,71694,1541,154.1,8306,71694
100000,96,89921,984,98.4,10079,89921
2,97,2,1,0.1,0,2
3,97,3,1,0.1,0,3
100,97,88,42,4.2,12,88
200,97,178,57,5.7,22,178
2000,97,1794,332,33.2,206,1794
10000,97,8871,859,85.9,1129,8871
20000,97,17847,1230,123.0,2153,17847
40000,97,35807,1808,180.8,4193,35807
60000,97,53765,1459,145.9,6235,53765
80000,97,71912,1369,136.9,8088,71912
100000,97,89804,1630,163.0,10196,89804
2,98,1,1,0.1,1,1
3,98,3,1,0.1,0,3
100,98,83,17,1.7,17,83
200,98,164,46,4.6,36,164
2000,98,1726,425,42.5,274,1726
10000,98,8911,866,86.6,1089,8911
20000,98,17866,1246,124.6,2134,17866
40000,98,35852,1185,118.5,4148,35852
60000,98,53769,1803,180.3,6231,53769
80000,98,71990,1171,117.1,8010,71990
100000,98,89886,1407,140.7,10114,89886
2,99,2,1,0.1,0,2
3,99,3,1,0.1,0,3
100,99,86,38,3.8,14,86
200,99,167,91,9.1,33,167
2000,99,1760,322,32.2,240,1760
10000,99,8910,869,86.9,1090,8910
20000,99,17888,865,86.5,2112,17888
40000,99,35872,1186,118.6,4128,35872
60000,99,53789,1930,193.0,6211,53789
80000,99,72011,1538,153.8,7989,72011
100000,99,89718,2083,208.3,10282,89718
2,100,2,1,0.1,0,2
3,100,2,1,0.1,1,2
100,100,86,41,4.1,14,86
200,100,176,74,7.4,24,176
2000,100,1772,396,39.6,228,1772
10000,100,8906,816,81.6,1094,8906
20000,100,17911,1224,122.4,2089,17911
40000,100,35875,1049,104.9,4125,35875
60000,100,53824,1824,182.4,6176,53824
80000,100,71849,1676,167.6,8151,71849
100000,100,89868,1825,182.5,10132,89868
