Timestep,Iteration,Total Reward,Suboptimal Arms,Regret,Zeros Count,Ones Count
3,51,3,1,0.1,0,3
100,51,91,46,4.6,9,91
200,51,180,53,5.3,20,180
2000,51,1774,312,31.2,226,1774
10000,51,8919,865,86.5,1081,8919
20000,51,17820,1360,136.0,2180,17820
40000,51,35874,1822,182.2,4126,35874
60000,51,53825,904,90.4,6175,53825
80000,51,71955,1775,177.5,8045,71955
100000,51,89616,2209,220.9,10384,89616
2,52,2,1,0.1,0,2
3,52,3,1,0.1,0,3
100,52,83,52,5.2,17,83
200,52,163,67,6.7,37,163
2000,52,1767,423,42.3,233,1767
10000,52,8897,836,83.6,1103,8897
20000,52,17901,1011,101.1,2099,17901
40000,52,35953,1200,120.0,4047,35953
60000,52,53813,1147,114.7,6187,53813
80000,52,71921,1534,153.4,8079,71921
100000,52,89781,1799,179.9,10219,89781
2,53,2,1,0.1,0,2
3,53,2,1,0.1,1,2
100,53,86,35,3.5,14,86
200,53,168,72,7.2,32,168
2000,53,1770,428,42.8,230,1770
10000,53,8932,703,70.3,1068,8932
20000,53,17914,1138,113.8,2086,17914
40000,53,35876,1469,146.9,4124,35876
60000,53,53731,2160,216.0,6269,53731
80000,53,71935,1574,157.4,8065,71935
100000,53,89841,1759,175.9,10159,89841
2,54,2,1,0.1,0,2
3,54,2,2,0.2,1,2
100,54,86,35,3.5,14,86
200,54,178,75,7.5,22,178
2000,54,1733,556,55.6,267,1733
10000,54,8904,881,88.1,1096,8904
20000,54,17889,1112,111.2,2111,17889
40000,54,35842,1219,121.9,4158,35842
60000,54,53869,1538,153.8,6131,53869
80000,54,71786,1613,161.3,8214,71786
100000,54,89880,1502,150.2,10120,89880
2,55,2,1,0.1,0,2
3,55,2,2,0.2,1,2
100,55,90,50,5.0,10,90
200,55,175,55,5.5,25,175
2000,55,1785,345,34.5,215,1785
10000,55,8874,1251,125.1,1126,8874
20000,55,17836,1213,121.3,2164,17836
40000,55,35855,1305,130.5,4145,35855
60000,55,53776,1630,163.0,6224,53776
80000,55,71782,1599,159.9,8218,71782
100000,55,89832,1714,171.4,10168,89832
2,56,2,1,0.1,0,2
3,56,3,1,0.1,0,3
100,56,88,39,3.9,12,88
200,56,168,58,5.8,32,168
2000,56,1749,358,35.8,251,1749
10000,56,8908,960,96.0,1092,8908
20000,56,17829,1171,117.1,2171,17829
40000,56,35871,1126,112.6,4129,35871
60000,56,53738,1524,152.4,6262,53738
80000,56,71745,1406,140.6,8255,71745
100000,56,89852,1310,131.0,10148,89852
2,57,2,1,0.1,0,2
3,57,3,1,0.1,0,3
100,57,89,45,4.5,11,89
200,57,171,59,5.9,29,171
2000,57,1758,496,49.6,242,1758
10000,57,8919,695,69.5,1081,8919
20000,57,17947,1365,136.5,2053,17947
40000,57,35817,1435,143.5,4183,35817
60000,57,53983,1098,109.8,6017,53983
80000,57,71808,1776,177.6,8192,71808
100000,57,89638,2034,203.4,10362,89638
2,58,2,1,0.1,0,2
3,58,3,1,0.1,0,3
100,58,88,39,3.9,12,88
200,58,181,64,6.4,19,181
2000,58,1771,382,38.2,229,1771
10000,58,8912,703,70.3,1088,8912
20000,58,17885,807,80.7,2115,17885
40000,58,35970,1304,130.4,4030,35970
60000,58,53896,1332,133.2,6104,53896
80000,58,71887,1397,139.7,8113,71887
100000,58,89905,1493,149.3,10095,89905
2,59,1,1,0.1,1,1
3,59,3,1,0.1,0,3
100,59,84,39,3.9,16,84
200,59,175,59,5.9,25,175
2000,59,1761,355,35.5,239,1761
10000,59,8875,906,90.6,1125,8875
20000,59,17919,776,77.6,2081,17919
40000,59,35864,1121,112.1,4136,35864
60000,59,53868,1746,174.6,6132,53868
80000,59,71816,1817,181.7,8184,71816
100000,59,89738,1388,138.8,10262,89738
2,60,2,1,0.1,0,2
3,60,1,2,0.2,2,1
100,60,90,42,4.2,10,90
200,60,179,69,6.9,21,179
2000,60,1753,361,36.1,247,1753
10000,60,8910,1132,113.2,1090,8910
20000,60,17843,1165,116.5,2157,17843
40000,60,35957,997,99.7,4043,35957
60000,60,53778,1196,119.6,6222,53778
80000,60,71741,2061,206.1,8259,71741
100000,60,89576,2080,208.0,10424,89576
2,61,2,1,0.1,0,2
3,61,3,1,0.1,0,3
100,61,94,57,5.7,6,94
200,61,172,41,4.1,28,172
2000,61,1755,250,25.0,245,1755
10000,61,8950,751,75.1,1050,8950
20000,61,17893,1310,131.0,2107,17893
40000,61,35843,1469,146.9,4157,35843
60000,61,53958,1537,153.7,6042,53958
80000,61,71875,2020,202.0,8125,71875
100000,61,89979,1472,147.2,10021,89979
2,62,2,1,0.1,0,2
3,62,2,1,0.1,1,2
100,62,92,36,3.6,8,92
200,62,176,90,9.0,24,176
2000,62,1779,333,33.3,221,1779
10000,62,8905,719,71.9,1095,8905
20000,62,17887,1060,106.0,2113,17887
40000,62,35861,1642,164.2,4139,35861
60000,62,53877,1491,149.1,6123,53877
80000,62,71957,1475,147.5,8043,71957
100000,62,89715,2169,216.9,10285,89715
2,63,2,1,0.1,0,2
3,63,2,1,0.1,1,2
100,63,89,50,5.0,11,89
200,63,179,78,7.8,21,179
2000,63,1785,461,46.1,215,1785
10000,63,8949,896,89.6,1051,8949
20000,63,17863,1184,118.4,2137,17863
40000,63,35936,1236,123.6,4064,35936
60000,63,53865,1682,168.2,6135,53865
80000,63,71830,1756,175.6,8170,71830
100000,63,89812,1968,196.8,10188,89812
2,64,2,1,0.1,0,2
3,64,3,1,0.1,0,3
100,64,91,38,3.8,9,91
200,64,170,72,7.2,30,170
2000,64,1769,356,35.6,231,1769
10000,64,8902,967,96.7,1098,8902
20000,64,17893,1206,120.6,2107,17893
40000,64,35767,1717,171.7,4233,35767
60000,64,53892,1437,143.7,6108,53892
80000,64,71771,1520,152.0,8229,71771
100000,64,89833,1417,141.7,10167,89833
2,65,2,1,0.1,0,2
3,65,3,1,0.1,0,3
100,65,81,31,3.1,19,81
200,65,173,80,8.0,27,173
2000,65,1774,428,42.8,226,1774
10000,65,8939,1007,100.7,1061,8939
20000,65,18002,1043,104.3,1998,18002
40000,65,35944,1137,113.7,4056,35944
60000,65,53860,1418,141.8,6140,53860
80000,65,71858,1312,131.2,8142,71858
100000,65,89971,1057,105.7,10029,89971
2,66,2,1,0.1,0,2
3,66,2,2,0.2,1,2
100,66,85,46,4.6,15,85
200,66,166,50,5.0,34,166
2000,66,1762,328,32.8,238,1762
10000,66,8929,901,90.1,1071,8929
20000,66,17867,1051,105.1,2133,17867
40000,66,35926,1522,152.2,4074,35926
60000,66,53912,1441,144.1,6088,53912
80000,66,72001,1656,165.6,7999,72001
100000,66,89832,1283,128.3,10168,89832
2,67,2,1,0.1,0,2
3,67,2,1,0.1,1,2
100,67,88,39,3.9,12,88
200,67,163,83,8.3,37,163
2000,67,1756,382,38.2,244,1756
10000,67,8914,1034,103.4,1086,8914
20000,67,17850,1028,102.8,2150,17850
40000,67,35805,1374,137.4,4195,35805
60000,67,53783,1653,165.3,6217,53783
80000,67,71703,1475,147.5,8297,71703
100000,67,89638,1382,138.2,10362,89638
2,68,2,1,0.1,0,2
3,68,3,1,0.1,0,3
100,68,86,44,4.4,14,86
200,68,174,72,7.2,26,174
2000,68,1781,370,37.0,219,1781
10000,68,8889,857,85.7,1111,8889
20000,68,17912,888,88.8,2088,17912
40000,68,35794,1735,173.5,4206,35794
60000,68,53752,1301,130.1,6248,53752
80000,68,71794,1535,153.5,8206,71794
100000,68,89839,1943,194.3,10161,89839
2,69,2,1,0.1,0,2
3,69,3,1,0.1,0,3
100,69,86,31,3.1,14,86
200,69,182,70,7.0,18,182
2000,69,1758,457,45.7,242,1758
10000,69,8878,1251,125.1,1122,8878
20000,69,17840,1455,145.5,2160,17840
40000,69,35847,1165,116.5,4153,35847
60000,69,53889,1373,137.3,6111,53889
80000,69,71745,1572,157.2,8255,71745
100000,69,89764,1377,137.7,10236,89764
2,70,1,1,0.1,1,1
3,70,3,1,0.1,0,3
100,70,86,44,4.4,14,86
200,70,172,74,7.4,28,172
2000,70,1788,277,27.7,212,1788
10000,70,8875,884,88.4,1125,8875
20000,70,17862,890,89.0,2138,17862
40000,70,35883,1618,161.8,4117,35883
60000,70,53668,1712,171.2,6332,53668
80000,70,71953,2063,206.3,8047,71953
100000,70,89830,1900,190.0,10170,89830
2,71,0,1,0.1,2,0
3,71,3,1,0.1,0,3
100,71,93,39,3.9,7,93
200,71,170,71,7.1,30,170
2000,71,1792,387,38.7,208,1792
10000,71,8958,1228,122.8,1042,8958
20000,71,17867,1247,124.7,2133,17867
40000,71,35899,954,95.4,4101,35899
60000,71,53982,1060,106.0,6018,53982
80000,71,71920,1769,176.9,8080,71920
100000,71,89784,1698,169.8,10216,89784
2,72,1,1,0.1,1,1
3,72,3,1,0.1,0,3
100,72,87,32,3.2,13,87
200,72,174,52,5.2,26,174
2000,72,1754,430,43.0,246,1754
10000,72,8823,1372,137.2,1177,8823
20000,72,17889,1060,106.0,2111,17889
40000,72,35872,1254,125.4,4128,35872
60000,72,53848,1458,145.8,6152,53848
80000,72,71802,1537,153.7,8198,71802
100000,72,89798,1441,144.1,10202,89798
2,73,2,1,0.1,0,2
3,73,2,1,0.1,1,2
100,73,89,36,3.6,11,89
200,73,171,68,6.8,29,171
2000,73,1768,390,39.0,232,1768
10000,73,8901,963,96.3,1099,8901
20000,73,17896,1280,128.0,2104,17896
40000,73,35854,1307,130.7,4146,35854
60000,73,53927,1834,183.4,6073,53927
80000,73,71798,2161,216.1,8202,71798
100000,73,89732,1677,167.7,10268,89732
2,74,1,1,0.1,1,1
3,74,3,1,0.1,0,3
100,74,83,44,4.4,17,83
200,74,171,67,6.7,29,171
2000,74,1742,351,35.1,258,1742
10000,74,8899,1198,119.8,1101,8899
20000,74,17816,1156,115.6,2184,17816
40000,74,35833,1374,137.4,4167,35833
60000,74,53871,1301,130.1,6129,53871
80000,74,71826,1620,162.0,8174,71826
100000,74,89756,2232,223.2,10244,89756
2,75,1,1,0.1,1,1
3,75,3,1,0.1,0,3
100,75,89,19,1.9,11,89
200,75,173,66,6.6,27,173
2000,75,1755,327,32.7,245,1755
10000,75,8960,899,89.9,1040,8960
20000,75,17957,857,85.7,2043,17957
40000,75,35919,1214,121.4,4081,35919
60000,75,53936,1252,125.2,6064,53936
80000,75,71782,1841,184.1,8218,71782
100000,75,89836,1588,158.8,10164,89836
2,76,1,1,0.1,1,1
3,76,3,1,0.1,0,3
100,76,84,43,4.3,16,84
200,76,175,88,8.8,25,175
2000,76,1746,336,33.6,254,1746
10000,76,8929,910,91.0,1071,8929
20000,76,17830,1248,124.8,2170,17830
40000,76,35875,1785,178.5,4125,35875
60000,76,53912,1607,160.7,6088,53912
80000,76,71917,1419,141.9,8083,71917
100000,76,89811,1494,149.4,10189,89811
2,77,1,1,0.1,1,1
3,77,1,1,0.1,2,1
100,77,90,41,4.1,10,90
200,77,174,86,8.6,26,174
2000,77,1736,438,43.8,264,1736
10000,77,8898,650,65.0,1102,8898
20000,77,17813,1448,144.8,2187,17813
40000,77,36008,1393,139.3,3992,36008
60000,77,53801,1402,140.2,6199,53801
80000,77,71801,2146,214.6,8199,71801
100000,77,89765,1231,123.1,10235,89765
2,78,2,1,0.1,0,2
3,78,3,1,0.1,0,3
100,78,79,84,8.4,21,79
200,78,175,82,8.2,25,175
2000,78,1750,488,48.8,250,1750
10000,78,8900,765,76.5,1100,8900
20000,78,17903,1058,105.8,2097,17903
40000,78,35882,990,99.0,4118,35882
60000,78,53830,1628,162.8,6170,53830
80000,78,71856,1307,130.7,8144,71856
100000,78,89815,1608,160.8,10185,89815
2,79,2,1,0.1,0,2
3,79,3,1,0.1,0,3
100,79,84,50,5.0,16,84
200,79,177,62,6.2,23,177
2000,79,1747,405,40.5,253,1747
10000,79,8925,1007,100.7,1075,8925
20000,79,17912,1385,138.5,2088,17912
40000,79,35804,2034,203.4,4196,35804
60000,79,53713,1440,144.0,6287,53713
80000,79,72132,1388,138.8,7868,72132
100000,79,89669,1745,174.5,10331,89669
2,80,1,1,0.1,1,1
3,80,2,1,0.1,1,2
100,80,92,45,4.5,8,92
200,80,177,78,7.8,23,177
2000,80,1754,315,31.5,246,1754
10000,80,8890,1046,104.6,1110,8890
20000,80,17869,1210,121.0,2131,17869
40000,80,35801,1126,112.6,4199,35801
60000,80,53781,1691,169.1,6219,53781
80000,80,71790,1515,151.5,8210,71790
100000,80,89658,1958,195.8,10342,89658
2,81,2,1,0.1,0,2
3,81,3,1,0.1,0,3
100,81,88,35,3.5,12,88
200,81,179,68,6.8,21,179
2000,81,1760,359,35.9,240,1760
10000,81,8874,902,90.2,1126,8874
20000,81,17911,822,82.2,2089,17911
40000,81,35933,1443,144.3,4067,35933
60000,81,53827,1385,138.5,6173,53827
80000,81,71871,2035,203.5,8129,71871
100000,81,89643,1794,179.4,10357,89643
2,82,1,1,0.1,1,1
3,82,3,1,0.1,0,3
100,82,89,23,2.3,11,89
200,82,176,42,4.2,24,176
2000,82,1736,429,42.9,264,1736
10000,82,8922,697,69.7,1078,8922
20000,82,17881,1053,105.3,2119,17881
40000,82,35818,1639,163.9,4182,35818
60000,82,53797,1671,167.1,6203,53797
80000,82,71746,1943,194.3,8254,71746
100000,82,89667,1584,158.4,10333,89667
2,83,2,1,0.1,0,2
3,83,3,1,0.1,0,3
100,83,84,19,1.9,16,84
200,83,170,50,5.0,30,170
2000,83,1786,439,43.9,214,1786
10000,83,8904,987,98.7,1096,8904
20000,83,17924,988,98.8,2076,17924
40000,83,35970,1294,129.4,4030,35970
60000,83,53939,1753,175.3,6061,53939
80000,83,71801,1951,195.1,8199,71801
100000,83,89903,1865,186.5,10097,89903
2,84,2,1,0.1,0,2
3,84,3,1,0.1,0,3
100,84,85,43,4.3,15,85
200,84,174,82,8.2,26,174
2000,84,1767,434,43.4,233,1767
10000,84,8947,772,77.2,1053,8947
20000,84,17944,1062,106.2,2056,17944
40000,84,36002,1081,108.1,3998,36002
60000,84,53862,1604,160.4,6138,53862
80000,84,71737,2087,208.7,8263,71737
100000,84,89790,1692,169.2,10210,89790
2,85,1,1,0.1,1,1
3,85,3,1,0.1,0,3
100,85,88,23,2.3,12,88
200,85,166,88,8.8,34,166
2000,85,1769,318,31.8,231,1769
10000,85,8854,997,99.7,1146,8854
20000,85,17880,1282,128.2,2120,17880
40000,85,35876,1434,143.4,4124,35876
60000,85,53719,1236,123.6,6281,53719
80000,85,71891,1342,134.2,8109,71891
100000,85,89836,2184,218.4,10164,89836
2,86,2,1,0.1,0,2
3,86,3,1,0.1,0,3
100,86,90,41,4.1,10,90
200,86,175,59,5.9,25,175
2000,86,1756,396,39.6,244,1756
10000,86,8896,806,80.6,1104,8896
20000,86,17991,866,86.6,2009,17991
40000,86,35836,1626,162.6,4164,35836
60000,86,53877,1648,164.8,6123,53877
80000,86,72049,1473,147.3,7951,72049
100000,86,89764,1024,102.4,10236,89764
2,87,2,1,0.1,0,2
3,87,3,1,0.1,0,3
100,87,89,43,4.3,11,89
200,87,176,74,7.4,24,176
2000,87,1749,497,49.7,251,1749
10000,87,8863,1021,102.1,1137,8863
20000,87,17921,1106,110.6,2079,17921
40000,87,35699,1570,157.0,4301,35699
60000,87,53925,1343,134.3,6075,53925
80000,87,71663,1607,160.7,8337,71663
100000,87,89939,1507,150.7,10061,89939
2,88,2,1,0.1,0,2
3,88,3,1,0.1,0,3
100,88,85,40,4.0,15,85
200,88,168,82,8.2,32,168
2000,88,1763,250,25.0,237,1763
10000,88,8863,966,96.6,1137,8863
20000,88,17889,1052,105.2,2111,17889
40000,88,35887,1365,136.5,4113,35887
60000,88,53862,1190,119.0,6138,53862
80000,88,71807,1579,157.9,8193,71807
100000,88,89967,1575,157.5,10033,89967
2,89,2,1,0.1,0,2
3,89,3,1,0.1,0,3
100,89,84,32,3.2,16,84
200,89,169,92,9.2,31,169
2000,89,1776,433,43.3,224,1776
10000,89,8880,1135,113.5,1120,8880
20000,89,17966,1249,124.9,2034,17966
40000,89,35918,1386,138.6,4082,35918
60000,89,53905,1552,155.2,6095,53905
80000,89,71755,2165,216.5,8245,71755
100000,89,89762,2073,207.3,10238,89762
2,90,2,1,0.1,0,2
3,90,2,1,0.1,1,2
100,90,90,30,3.0,10,90
200,90,177,53,5.3,23,177
2000,90,1747,440,44.0,253,1747
10000,90,8931,1043,104.3,1069,8931
20000,90,17953,928,92.8,2047,17953
40000,90,35744,1460,146.0,4256,35744
60000,90,53988,1405,140.5,6012,53988
80000,90,71854,1399,139.9,8146,71854
100000,90,89802,1744,174.4,10198,89802
2,91,2,1,0.1,0,2
3,91,3,1,0.1,0,3
100,91,83,36,3.6,17,83
200,91,170,76,7.6,30,170
2000,91,1758,544,54.4,242,1758
10000,91,8898,998,99.8,1102,8898
20000,91,17874,1379,137.9,2126,17874
40000,91,35890,1200,120.0,4110,35890
60000,91,53841,1353,135.3,6159,53841
80000,91,71848,1973,197.3,8152,71848
100000,91,89739,2393,239.3,10261,89739
2,92,1,1,0.1,1,1
3,92,3,1,0.1,0,3
100,92,89,40,4.0,11,89
200,92,176,77,7.7,24,176
2000,92,1767,407,40.7,233,1767
10000,92,8947,654,65.4,1053,8947
20000,92,17884,1127,112.7,2116,17884
40000,92,35873,1589,158.9,4127,35873
60000,92,53749,1822,182.2,6251,53749
80000,92,71932,1552,155.2,8068,71932
100000,92,89874,1895,189.5,10126,89874
2,93,1,1,0.1,1,1
3,93,2,1,0.1,1,2
100,93,86,35,3.5,14,86
200,93,166,65,6.5,34,166
2000,93,1791,335,33.5,209,1791
10000,93,8914,1141,114.1,1086,8914
20000,93,17892,1099,109.9,2108,17892
40000,93,35834,1484,148.4,4166,35834
60000,93,53892,1693,169.3,6108,53892
80000,93,71941,1469,146.9,8059,71941
100000,93,89773,1349,134.9,10227,89773
2,94,2,1,0.1,0,2
3,94,3,1,0.1,0,3
100,94,86,43,4.3,14,86
200,94,167,60,6.0,33,167
2000,94,1747,474,47.4,253,1747
10000,94,8937,784,78.4,1063,8937
20000,94,17841,1065,106.5,2159,17841
40000,94,35918,1470,147.0,4082,35918
60000,94,53834,1599,159.9,6166,53834
80000,94,71741,1782,178.2,8259,71741
100000,94,89868,1428,142.8,10132,89868
2,95,2,1,0.1,0,2
3,95,3,1,0.1,0,3
100,95,87,44,4.4,13,87
200,95,171,28,2.8,29,171
2000,95,1756,461,46.1,244,1756
10000,95,8955,900,90.0,1045,8955
20000,95,17907,1230,123.0,2093,17907
40000,95,35925,1655,165.5,4075,35925
60000,95,53963,2065,206.5,6037,53963
80000,95,71925,1401,140.1,8075,71925
100000,95,89960,1443,144.3,10040,89960
2,96,1,1,0.1,1,1
3,96,2,2,0.2,1,2
100,96,86,35,3.5,14,86
200,96,174,98,9.8,26,174
2000,96,1736,446,44.6,264,1736
10000,96,8958,901,90.1,1042,8958
20000,96,17909,1283,128.3,2091,17909
40000,96,35864,1953,195.3,4136,35864
60000,96,53827,1064,106.4,6173,53827
80000,96,71858,1517,151.7,8142,71858
100000,96,89811,1613,161.3,10189,89811
2,97,1,1,0.1,1,1
3,97,3,1,0.1,0,3
100,97,83,36,3.6,17,83
200,97,168,86,8.6,32,168
2000,97,1747,399,39.9,253,1747
10000,97,8955,878,87.8,1045,8955
20000,97,17897,1114,111.4,2103,17897
40000,97,35961,1310,131.0,4039,35961
60000,97,54059,1092,109.2,5941,54059
80000,97,71771,1993,199.3,8229,71771
100000,97,89801,1968,196.8,10199,89801
2,98,2,1,0.1,0,2
3,98,3,1,0.1,0,3
100,98,84,24,2.4,16,84
200,98,169,80,8.0,31,169
2000,98,1759,350,35.0,241,1759
10000,98,8868,1114,111.4,1132,8868
20000,98,17830,1079,107.9,2170,17830
40000,98,35858,1618,161.8,4142,35858
60000,98,53912,1739,173.9,6088,53912
80000,98,71807,1286,128.6,8193,71807
100000,98,89802,1737,173.7,10198,89802
2,99,0,1,0.1,2,0
3,99,3,1,0.1,0,3
100,99,84,46,4.6,16,84
200,99,178,71,7.1,22,178
2000,99,1738,362,36.2,262,1738
10000,99,8906,653,65.3,1094,8906
20000,99,17866,1146,114.6,2134,17866
40000,99,35962,869,86.9,4038,35962
60000,99,53667,1211,121.1,6333,53667
80000,99,71889,2155,215.5,8111,71889
100000,99,89807,2083,208.3,10193,89807
2,100,2,1,0.1,0,2
3,100,2,2,0.2,1,2
100,100,89,45,4.5,11,89
200,100,170,70,7.0,30,170
2000,100,1770,317,31.7,230,1770
10000,100,8891,1096,109.6,1109,8891
20000,100,17822,1222,122.2,2178,17822
40000,100,35801,1603,160.3,4199,35801
60000,100,53864,1376,137.6,6136,53864
80000,100,71987,1344,134.4,8013,71987
100000,100,89827,1756,175.6,10173,89827
