Timestep,Iteration,Total Reward,Suboptimal Arms,Regret,Zeros Count,Ones Count
2,1,1.8539919731642347,1,0.1,1,1
3,1,4.2016478472957095,1,0.1,0,3
100,1,78.68640760551358,63,6.3,61,39
200,1,181.60464051258285,112,11.2,90,110
2000,1,1740.1769317508654,527,52.7,1014,986
10000,1,8888.919395099714,1380,138.0,4988,5012
20000,1,17850.28224787458,1610,161.0,9983,10017
40000,1,35776.2532265789,2177,217.7,19876,20124
60000,1,53813.753299026386,2516,251.6,30014,29986
80000,1,71722.00044627835,2129,212.9,40090,39910
100000,1,89801.90296415702,2626,262.6,50006,49994
2,2,1.675579150518918,1,0.1,1,1
3,2,3.5075574828648692,1,0.1,0,3
100,2,88.95966243128778,63,6.3,45,55
200,2,165.93024216070012,71,7.1,106,94
2000,2,1731.3729958077886,596,59.6,1003,997
10000,2,8835.205442521428,1112,111.2,5063,4937
20000,2,17896.047072189074,1568,156.8,9871,10129
40000,2,35780.38849377279,1564,156.4,20149,19851
60000,2,53801.467450306634,2035,203.5,30041,29959
80000,2,71937.8711538919,1907,190.7,39848,40152
100000,2,89814.88180684549,2034,203.4,49994,50006
2,3,1.1202251733427346,1,0.1,2,0
3,3,3.040546469124049,1,0.1,1,2
100,3,82.87758708912516,38,3.8,55,45
200,3,171.69790856290427,131,13.1,90,110
2000,3,1758.93593993268,631,63.1,979,1021
10000,3,8914.24847045659,1172,117.2,4961,5039
20000,3,17886.620325250016,1432,143.2,9986,10014
40000,3,35783.52613788078,2228,222.8,19974,20026
60000,3,53950.51953662581,1447,144.7,30015,29985
80000,3,71773.38052887522,2663,266.3,40033,39967
100000,3,89673.877718215,2758,275.8,50024,49976
2,4,1.7460013953532432,1,0.1,1,1
3,4,1.3752599749646712,1,0.1,2,1
100,4,85.88629853248278,54,5.4,50,50
200,4,172.06431020429397,95,9.5,97,103
2000,4,1739.8421291194518,647,64.7,1021,979
10000,4,8850.964514986756,1631,163.1,4999,5001
20000,4,17810.671954546186,1457,145.7,10115,9885
40000,4,35778.00887997039,2329,232.9,20044,19956
60000,4,53749.49262138108,2498,249.8,30150,29850
80000,4,71820.10158873197,2212,221.2,40026,39974
100000,4,89742.23593894263,2295,229.5,50041,49959
2,5,1.239069177610375,1,0.1,2,0
3,5,2.4671460264496607,1,0.1,2,1
100,5,85.05960718258636,63,6.3,56,44
200,5,174.72522840696115,85,8.5,95,105
2000,5,1730.222978389174,539,53.9,1009,991
10000,5,8951.155960351993,1071,107.1,4937,5063
20000,5,17903.071638897567,1517,151.7,9937,10063
40000,5,35779.65812556504,1900,190.0,20009,19991
60000,5,53815.754663248685,2734,273.4,29882,30118
80000,5,71730.37735413744,1824,182.4,40119,39881
100000,5,89679.158904353,2304,230.4,50196,49804
2,6,1.8726786766198693,1,0.1,1,1
3,6,3.3736833275065625,1,0.1,0,3
100,6,83.0472737598782,49,4.9,51,49
200,6,174.26808052709384,128,12.8,89,111
2000,6,1768.5208192239988,584,58.4,959,1041
10000,6,8914.789420038676,946,94.6,4949,5051
20000,6,17839.557807555684,1390,139.0,9966,10034
40000,6,35825.81279262113,1641,164.1,20066,19934
60000,6,53674.23082351269,2530,253.0,30160,29840
80000,6,71751.23682601289,2363,236.3,40063,39937
100000,6,89705.16383139983,2054,205.4,50120,49880
2,7,1.4478574583741501,1,0.1,2,0
3,7,2.616340928333273,1,0.1,2,1
100,7,91.83224395567427,62,6.2,39,61
200,7,171.7757293188415,88,8.8,100,100
2000,7,1741.4843907010925,597,59.7,1013,987
10000,7,8911.82428464422,1240,124.0,4938,5062
20000,7,17847.516831157045,1409,140.9,10043,9957
40000,7,35722.751414114,2248,224.8,20034,19966
60000,7,53716.665148130094,1462,146.2,30201,29799
80000,7,71880.93560964879,2195,219.5,39739,40261
100000,7,89955.87611090459,2206,220.6,49830,50170
2,8,3.3560766434728446,1,0.1,0,2
3,8,3.5899764402839174,1,0.1,0,3
100,8,90.389733961597,46,4.6,43,57
200,8,174.20893080907766,107,10.7,98,102
2000,8,1750.7771865135835,517,51.7,1012,988
10000,8,8867.84870256477,1320,132.0,5002,4998
20000,8,17743.55638137666,1886,188.6,10083,9917
40000,8,35739.48806267606,2130,213.0,20091,19909
60000,8,53747.8146013591,1993,199.3,30016,29984
80000,8,71770.5720992931,1882,188.2,40002,39998
100000,8,89879.8335795747,2240,224.0,49946,50054
2,9,1.4636122954995914,1,0.1,2,0
3,9,2.7406056940690746,1,0.1,1,2
100,9,83.53907898070665,53,5.3,56,44
200,9,172.16361731765735,81,8.1,103,97
2000,9,1755.416414179461,489,48.9,1001,999
10000,9,8880.050047383469,1327,132.7,4970,5030
20000,9,17852.982598603125,1118,111.8,9911,10089
40000,9,35732.47578743621,2220,222.0,20055,19945
60000,9,53813.38837513536,1204,120.4,30076,29924
80000,9,71935.53784543535,2179,217.9,39701,40299
100000,9,89898.94433771723,2108,210.8,49827,50173
2,10,1.130445656016693,1,0.1,2,0
3,10,2.9335425667143955,1,0.1,1,2
100,10,92.22736028543291,38,3.8,45,55
200,10,171.374144211595,84,8.4,104,96
2000,10,1750.775683518634,540,54.0,997,1003
10000,10,8897.622138630773,863,86.3,5059,4941
20000,10,17771.14711595934,1788,178.8,10067,9933
40000,10,35870.79094666357,1860,186.0,19884,20116
60000,10,53740.01971525184,2181,218.1,30106,29894
80000,10,71684.02071362382,2501,250.1,40091,39909
100000,10,89660.97117875672,2428,242.8,50268,49732
2,11,2.8636005194143346,1,0.1,0,2
3,11,2.4373927529268737,1,0.1,1,2
100,11,79.9709875359967,52,5.2,58,42
200,11,163.78442724047395,102,10.2,105,95
2000,11,1752.1418599537324,486,48.6,995,1005
10000,11,8813.317189597878,1334,133.4,5051,4949
20000,11,17848.94524297281,1502,150.2,10015,9985
40000,11,35709.73657880995,1975,197.5,20165,19835
60000,11,53836.653000591024,1522,152.2,30084,29916
80000,11,71879.29486604805,2396,239.6,39934,40066
100000,11,89855.3371203644,1863,186.3,49954,50046
2,12,1.5348313904512565,1,0.1,1,1
3,12,1.9716646143392231,1,0.1,2,1
100,12,84.08602063206348,61,6.1,55,45
200,12,166.06231401120385,78,7.8,107,93
2000,12,1728.853453493745,588,58.8,1017,983
10000,12,8859.702932374068,1425,142.5,4991,5009
20000,12,17809.493573405405,1709,170.9,10045,9955
40000,12,35744.43552889856,1887,188.7,20059,19941
60000,12,53770.94752467485,1360,136.0,30135,29865
80000,12,71739.25132613452,2527,252.7,40005,39995
100000,12,89720.5143828501,2302,230.2,50146,49854
2,13,1.750007065216379,1,0.1,1,1
3,13,3.324739749556895,1,0.1,0,3
100,13,88.76305959016422,37,3.7,42,58
200,13,158.88966342019597,124,12.4,110,90
2000,13,1718.6942544911224,760,76.0,984,1016
10000,13,8810.97731269534,1410,141.0,5105,4895
20000,13,17775.909675752286,1777,177.7,10119,9881
40000,13,35773.492264221786,2124,212.4,20176,19824
60000,13,53750.63992875662,1980,198.0,30278,29722
80000,13,71752.50417578351,2443,244.3,40000,40000
100000,13,89858.46970292795,1684,168.4,49989,50011
2,14,1.510207418038982,1,0.1,2,0
3,14,3.3271616488252898,1,0.1,0,3
100,14,81.90801726763694,47,4.7,54,46
200,14,164.65477780185904,137,13.7,110,90
2000,14,1737.8964457636196,749,74.9,995,1005
10000,14,8889.821205216953,1194,119.4,4923,5077
20000,14,17923.657941165646,1474,147.4,9913,10087
40000,14,35781.38361415096,2233,223.3,20000,20000
60000,14,53733.35731354925,2048,204.8,30130,29870
80000,14,71840.48882770319,1711,171.1,39781,40219
100000,14,89733.1408417577,1916,191.6,50152,49848
2,15,2.231254635603631,1,0.1,0,2
3,15,1.8896518596234642,1,0.1,2,1
100,15,79.11206919184615,37,3.7,60,40
200,15,177.24019888950798,128,12.8,87,113
2000,15,1734.179089105783,618,61.8,1011,989
10000,15,8839.962027290689,1400,140.0,5024,4976
20000,15,17826.104599338894,1544,154.4,9952,10048
40000,15,35914.79874122321,1945,194.5,19784,20216
60000,15,53846.156316900066,1749,174.9,30130,29870
80000,15,71642.80696626019,2133,213.3,40243,39757
100000,15,89919.10122684488,1575,157.5,49726,50274
2,16,1.6184072650574106,1,0.1,1,1
3,16,3.437913351657833,1,0.1,1,2
100,16,89.5380983759558,50,5.0,48,52
200,16,166.03785217449132,89,8.9,109,91
2000,16,1728.962089126184,493,49.3,1039,961
10000,16,8911.227538953355,934,93.4,5018,4982
20000,16,17789.91497227489,1830,183.0,10077,9923
40000,16,35781.99793267346,1965,196.5,20145,19855
60000,16,53718.6224727825,2673,267.3,30044,29956
80000,16,71827.09840347955,1917,191.7,39965,40035
100000,16,89899.5621603429,1985,198.5,49776,50224
2,17,2.0277985620378614,1,0.1,1,1
3,17,2.756420447369096,1,0.1,1,2
100,17,84.22265748287603,47,4.7,46,54
200,17,174.22142820094822,131,13.1,98,102
2000,17,1745.0855633553538,454,45.4,1016,984
10000,17,8816.805844757506,1405,140.5,5069,4931
20000,17,17856.04037899526,1532,153.2,10037,9963
40000,17,35701.61945203613,1851,185.1,20033,19967
60000,17,53685.32835999855,2433,243.3,30234,29766
80000,17,71677.80207992063,2169,216.9,40121,39879
100000,17,89959.19371376773,1735,173.5,49808,50192
2,18,1.5137119618775698,1,0.1,1,1
3,18,2.050969827337703,1,0.1,3,0
100,18,87.35084204610628,39,3.9,48,52
200,18,171.10574059496295,107,10.7,100,100
2000,18,1777.6817948310686,471,47.1,977,1023
10000,18,8833.681083383548,1776,177.6,4998,5002
20000,18,17854.08111961755,1287,128.7,10023,9977
40000,18,35913.6195670965,1735,173.5,19882,20118
60000,18,54027.89822357589,1233,123.3,29737,30263
80000,18,71965.74400297519,1990,199.0,39888,40112
100000,18,89718.64787654264,2153,215.3,50239,49761
2,19,2.5142086296106516,1,0.1,0,2
3,19,3.060261289408757,1,0.1,0,3
100,19,89.05482534724577,50,5.0,45,55
200,19,169.85167756255365,119,11.9,89,111
2000,19,1770.4393619553387,505,50.5,976,1024
10000,19,8907.209062483016,1170,117.0,4965,5035
20000,19,17757.743213127662,2241,224.1,10055,9945
40000,19,35789.48740439853,2048,204.8,19927,20073
60000,19,53722.44758563008,1938,193.8,30163,29837
80000,19,71937.66769199936,2383,238.3,39876,40124
100000,19,89846.99037541555,2277,227.7,49828,50172
2,20,1.7071842751196973,1,0.1,1,1
3,20,3.0882141892601,1,0.1,0,3
100,20,88.80713991243951,63,6.3,39,61
200,20,166.40259206678402,87,8.7,109,91
2000,20,1724.4495393503837,519,51.9,1044,956
10000,20,8879.646221047837,1319,131.9,5044,4956
20000,20,17804.234939943108,1688,168.8,10057,9943
40000,20,35921.229626862776,1501,150.1,19887,20113
60000,20,53614.050223726634,2131,213.1,30308,29692
80000,20,71767.5096227646,1998,199.8,40053,39947
100000,20,89639.90885783224,2850,285.0,50026,49974
2,21,1.1045233884696704,1,0.1,1,1
3,21,2.1358350294596504,1,0.1,2,1
100,21,87.18142745835588,37,3.7,50,50
200,21,158.11960336100668,131,13.1,109,91
2000,21,1746.611457709017,712,71.2,967,1033
10000,21,8899.312593448936,1113,111.3,4924,5076
20000,21,17871.657042827046,1303,130.3,10041,9959
40000,21,35810.75848195535,2087,208.7,19901,20099
60000,21,53817.797525457034,1638,163.8,30032,29968
80000,21,71701.13149775496,2718,271.8,40205,39795
100000,21,89741.94757062978,2034,203.4,50175,49825
2,22,1.6694452897158687,1,0.1,1,1
3,22,3.2090714810850267,1,0.1,1,2
100,22,85.86361990458114,37,3.7,52,48
200,22,170.97966059639498,74,7.4,97,103
2000,22,1739.4425166203484,490,49.0,1023,977
10000,22,8909.718895069997,1014,101.4,4976,5024
20000,22,17874.16352860322,1135,113.5,9968,10032
40000,22,35814.16372642327,1751,175.1,19984,20016
60000,22,53769.9918054048,2565,256.5,29880,30120
80000,22,71873.21108944394,2133,213.3,39946,40054
100000,22,89645.20055731008,2366,236.6,50215,49785
2,23,1.8587127297110335,1,0.1,1,1
3,23,2.7879001147690587,1,0.1,1,2
100,23,85.64962794693689,47,4.7,51,49
200,23,166.9627723142855,107,10.7,113,87
2000,23,1748.7510064640537,536,53.6,1004,996
10000,23,8855.687670539233,1174,117.4,5065,4935
20000,23,17805.872559461677,1748,174.8,10032,9968
40000,23,35764.04084216861,1983,198.3,20099,19901
60000,23,53899.606311269774,1697,169.7,29821,30179
80000,23,71700.2507226977,2131,213.1,40386,39614
100000,23,89693.43015839343,2245,224.5,50047,49953
2,24,2.8652974983418176,1,0.1,0,2
3,24,1.9722586548493553,1,0.1,3,0
100,24,86.95616223834226,60,6.0,45,55
200,24,170.45121086207078,93,9.3,99,101
2000,24,1750.4303764677543,554,55.4,983,1017
10000,24,8905.0188719819,1011,101.1,4945,5055
20000,24,17828.341502250485,1460,146.0,10031,9969
40000,24,35738.572005002345,1918,191.8,20011,19989
60000,24,53745.36808425864,2317,231.7,30062,29938
80000,24,71845.11600882096,2018,201.8,40017,39983
100000,24,89772.10913275246,1901,190.1,50027,49973
2,25,1.8209038767224275,1,0.1,1,1
3,25,2.2580132169311233,1,0.1,2,1
100,25,88.14446958586153,50,5.0,51,49
200,25,160.504488714887,107,10.7,108,92
2000,25,1746.1624908525685,500,50.0,1019,981
10000,25,8888.02331989749,1414,141.4,5007,4993
20000,25,17765.170293215502,1610,161.0,10081,9919
40000,25,35739.720085402325,1778,177.8,20115,19885
60000,25,53859.37844829525,1914,191.4,29815,30185
80000,25,71738.37345456517,1694,169.4,40199,39801
100000,25,89726.105251542,1960,196.0,49912,50088
2,26,2.0212658883003662,1,0.1,0,2
3,26,3.549136061871022,1,0.1,0,3
100,26,82.85352496468431,60,6.0,53,47
200,26,173.3524330446694,88,8.8,102,98
2000,26,1756.8789100283666,544,54.4,986,1014
10000,26,8832.594743877635,1412,141.2,5099,4901
20000,26,17896.250960620222,1390,139.0,9909,10091
40000,26,35786.300022416544,1534,153.4,20081,19919
60000,26,53866.11473116689,1928,192.8,29905,30095
80000,26,71783.53590159911,2172,217.2,40000,40000
100000,26,89879.4918774842,2221,222.1,49892,50108
2,27,1.1107219508713935,1,0.1,1,1
3,27,2.2267074297863934,1,0.1,1,2
100,27,83.36940850409773,63,6.3,50,50
200,27,171.28306468948477,102,10.2,90,110
2000,27,1744.4427451543258,456,45.6,1014,986
10000,27,8878.788320635405,1220,122.0,5019,4981
20000,27,17855.146020786025,1702,170.2,9964,10036
40000,27,35845.70340553954,1397,139.7,19996,20004
60000,27,53731.5790958704,1921,192.1,30000,30000
80000,27,71778.94794526139,2360,236.0,40108,39892
100000,27,89754.5856966649,2204,220.4,50074,49926
2,28,1.8539300566485912,1,0.1,1,1
3,28,1.0017658546518342,1,0.1,3,0
100,28,85.93939688397808,38,3.8,56,44
200,28,166.30686992620534,92,9.2,112,88
2000,28,1748.2685134328042,519,51.9,1021,979
10000,28,8877.007904856315,1316,131.6,5031,4969
20000,28,17823.728759493115,1617,161.7,9988,10012
40000,28,35938.91723095196,1619,161.9,19889,20111
60000,28,53778.77102437907,2460,246.0,30034,29966
80000,28,71787.91654094422,2503,250.3,39921,40079
100000,28,89726.07868849263,1538,153.8,50170,49830
2,29,0.4617952170512153,1,0.1,2,0
3,29,3.635095819638508,1,0.1,0,3
100,29,86.22352441371692,63,6.3,51,49
200,29,173.15367335580802,114,11.4,98,102
2000,29,1754.3360150763024,688,68.8,978,1022
10000,29,8844.936294801213,1365,136.5,4994,5006
20000,29,17910.065754161522,1271,127.1,9962,10038
40000,29,35820.04437169035,1826,182.6,20045,19955
60000,29,53758.99423292182,2459,245.9,30075,29925
80000,29,71979.60863466749,2183,218.3,39795,40205
100000,29,89715.69473054208,2155,215.5,49957,50043
2,30,1.2728207916944958,1,0.1,2,0
3,30,1.989131314712663,1,0.1,3,0
100,30,87.90996074722841,63,6.3,49,51
200,30,176.15652168407078,120,12.0,87,113
2000,30,1748.9260559340241,478,47.8,985,1015
10000,30,8899.893722438936,1184,118.4,5001,4999
20000,30,17817.018967078802,1582,158.2,10061,9939
40000,30,35847.377503110845,1633,163.3,20021,19979
60000,30,53698.72284590235,1988,198.8,30183,29817
80000,30,71798.58642321812,2392,239.2,39904,40096
100000,30,89609.14552475156,2286,228.6,50166,49834
2,31,1.6545735630349396,1,0.1,1,1
3,31,1.6772191279032893,1,0.1,3,0
100,31,83.66584828586502,58,5.8,50,50
200,31,171.45850241132752,95,9.5,102,98
2000,31,1757.461837137121,452,45.2,985,1015
10000,31,8886.179322515229,1378,137.8,4976,5024
20000,31,17899.985853195172,1556,155.6,9920,10080
40000,31,35769.51004784317,2216,221.6,19936,20064
60000,31,53770.24617903449,2519,251.9,30034,29966
80000,31,71845.76216794741,1782,178.2,39866,40134
100000,31,89831.6297910647,1838,183.8,50025,49975
2,32,0.6996573276441628,1,0.1,2,0
3,32,2.6706647797852483,1,0.1,1,2
100,32,82.16697115351364,63,6.3,48,52
200,32,174.2043419125786,91,9.1,98,102
2000,32,1754.3502711995254,477,47.7,987,1013
10000,32,8888.424479784931,1013,101.3,4991,5009
20000,32,17905.623271677836,2011,201.1,9820,10180
40000,32,35818.66085328382,2016,201.6,19983,20017
60000,32,53885.250431209395,2155,215.5,29719,30281
80000,32,71696.00054350017,1776,177.6,40142,39858
100000,32,89861.18426128617,1850,185.0,50018,49982
2,33,1.5473642267456196,1,0.1,2,0
3,33,3.203674919308812,1,0.1,2,1
100,33,79.91848348706391,55,5.5,52,48
200,33,176.50234849453952,68,6.8,100,100
2000,33,1740.1818697340964,441,44.1,997,1003
10000,33,8883.461055266309,1201,120.1,4969,5031
20000,33,17866.26697652961,954,95.4,10061,9939
40000,33,35781.76840753388,2139,213.9,20034,19966
60000,33,53802.18174717887,2749,274.9,29812,30188
80000,33,71752.57231670723,2891,289.1,39839,40161
100000,33,89808.17829665547,2245,224.5,49886,50114
2,34,1.304404285617382,1,0.1,2,0
3,34,2.563175467665275,1,0.1,2,1
100,34,81.92141278712933,63,6.3,51,49
200,34,167.9541389882326,105,10.5,97,103
